[2026-01-30 18:13:55 EST] IP: 127.0.0.1 | Action: COMMAND_HOVER_AT_ALTITUDE | Response: Command hover_at_altitude acknowledged (simulation mode)
[2026-01-30 19:24:52 EST] IP: 127.0.0.1 | Action: COMMAND_ARM_MOVE_JOINT | Response: Command arm_move_joint acknowledged (simulation mode)
[2026-01-30 19:24:52 EST] IP: 127.0.0.1 | Action: COMMAND_ARM_MOVE_JOINT | Response: Command arm_move_joint acknowledged (simulation mode)
[2026-01-30 19:24:52 EST] IP: 127.0.0.1 | Action: COMMAND_ARM_MOVE_JOINT | Response: Command arm_move_joint acknowledged (simulation mode)
[2026-01-30 19:24:52 EST] IP: 127.0.0.1 | Action: COMMAND_ARM_MOVE_JOINT | Response: Command arm_move_joint acknowledged (simulation mode)
[2026-01-30 19:24:52 EST] IP: 127.0.0.1 | Action: COMMAND_ARM_MOVE_JOINT | Response: Command arm_move_joint acknowledged (simulation mode)
[2026-01-30 19:24:52 EST] IP: 127.0.0.1 | Action: COMMAND_ARM_MOVE_JOINT | Response: Command arm_move_joint acknowledged (simulation mode)
[2026-01-30 19:24:52 EST] IP: 127.0.0.1 | Action: COMMAND_ARM_MOVE_JOINT | Response: Command arm_move_joint acknowledged (simulation mode)
[2026-01-30 19:24:52 EST] IP: 127.0.0.1 | Action: COMMAND_ARM_MOVE_JOINT | Response: Command arm_move_joint acknowledged (simulation mode)
[2026-01-30 19:24:52 EST] IP: 127.0.0.1 | Action: COMMAND_ARM_MOVE_JOINT | Response: Command arm_move_joint acknowledged (simulation mode)
[2026-01-30 19:24:52 EST] IP: 127.0.0.1 | Action: COMMAND_ARM_MOVE_JOINT | Response: Command arm_move_joint acknowledged (simulation mode)
[2026-01-30 19:24:52 EST] IP: 127.0.0.1 | Action: COMMAND_ARM_MOVE_JOINT | Response: Command arm_move_joint acknowledged (simulation mode)
[2026-01-30 19:24:52 EST] IP: 127.0.0.1 | Action: COMMAND_ARM_MOVE_JOINT | Response: Command arm_move_joint acknowledged (simulation mode)
[2026-01-30 19:24:52 EST] IP: 127.0.0.1 | Action: COMMAND_ARM_MOVE_JOINT | Response: Command arm_move_joint acknowledged (simulation mode)
[2026-01-30 19:24:52 EST] IP: 127.0.0.1 | Action: COMMAND_ARM_MOVE_JOINT | Response: Command arm_move_joint acknowledged (simulation mode)
[2026-01-30 19:24:52 EST] IP: 127.0.0.1 | Action: COMMAND_ARM_MOVE_JOINT | Response: Command arm_move_joint acknowledged (simulation mode)
[2026-01-30 19:24:52 EST] IP: 127.0.0.1 | Action: COMMAND_ARM_MOVE_JOINT | Response: Command arm_move_joint acknowledged (simulation mode)
[2026-01-30 19:24:52 EST] IP: 127.0.0.1 | Action: COMMAND_ARM_MOVE_JOINT | Response: Command arm_move_joint acknowledged (simulation mode)
[2026-01-30 19:24:53 EST] IP: 127.0.0.1 | Action: COMMAND_ARM_MOVE_JOINT | Response: Command arm_move_joint acknowledged (simulation mode)
[2026-01-30 19:24:53 EST] IP: 127.0.0.1 | Action: COMMAND_ARM_MOVE_JOINT | Response: Command arm_move_joint acknowledged (simulation mode)
[2026-01-30 19:24:53 EST] IP: 127.0.0.1 | Action: COMMAND_ARM_MOVE_JOINT | Response: Command arm_move_joint acknowledged (simulation mode)
[2026-01-30 19:24:53 EST] IP: 127.0.0.1 | Action: COMMAND_ARM_MOVE_JOINT | Response: Command arm_move_joint acknowledged (simulation mode)
[2026-01-30 19:24:53 EST] IP: 127.0.0.1 | Action: COMMAND_ARM_MOVE_JOINT | Response: Command arm_move_joint acknowledged (simulation mode)
[2026-01-30 19:24:53 EST] IP: 127.0.0.1 | Action: COMMAND_ARM_MOVE_JOINT | Response: Command arm_move_joint acknowledged (simulation mode)
[2026-01-30 19:24:53 EST] IP: 127.0.0.1 | Action: COMMAND_ARM_MOVE_JOINT | Response: Command arm_move_joint acknowledged (simulation mode)
[2026-01-30 19:24:53 EST] IP: 127.0.0.1 | Action: COMMAND_ARM_MOVE_JOINT | Response: Command arm_move_joint acknowledged (simulation mode)
[2026-01-30 19:24:53 EST] IP: 127.0.0.1 | Action: COMMAND_ARM_MOVE_JOINT | Response: Command arm_move_joint acknowledged (simulation mode)
[2026-01-30 19:24:53 EST] IP: 127.0.0.1 | Action: COMMAND_ARM_MOVE_JOINT | Response: Command arm_move_joint acknowledged (simulation mode)
[2026-01-30 19:24:53 EST] IP: 127.0.0.1 | Action: COMMAND_ARM_MOVE_JOINT | Response: Command arm_move_joint acknowledged (simulation mode)
[2026-01-30 19:24:53 EST] IP: 127.0.0.1 | Action: COMMAND_ARM_MOVE_JOINT | Response: Command arm_move_joint acknowledged (simulation mode)
[2026-01-30 19:24:53 EST] IP: 127.0.0.1 | Action: COMMAND_ARM_MOVE_JOINT | Response: Command arm_move_joint acknowledged (simulation mode)
[2026-01-30 19:24:53 EST] IP: 127.0.0.1 | Action: COMMAND_ARM_MOVE_JOINT | Response: Command arm_move_joint acknowledged (simulation mode)
[2026-01-30 19:24:53 EST] IP: 127.0.0.1 | Action: COMMAND_ARM_MOVE_JOINT | Response: Command arm_move_joint acknowledged (simulation mode)
[2026-01-30 19:24:53 EST] IP: 127.0.0.1 | Action: COMMAND_ARM_MOVE_JOINT | Response: Command arm_move_joint acknowledged (simulation mode)
[2026-01-30 19:24:53 EST] IP: 127.0.0.1 | Action: COMMAND_ARM_MOVE_JOINT | Response: Command arm_move_joint acknowledged (simulation mode)
[2026-01-30 19:24:53 EST] IP: 127.0.0.1 | Action: COMMAND_ARM_MOVE_JOINT | Response: Command arm_move_joint acknowledged (simulation mode)
[2026-01-30 19:24:53 EST] IP: 127.0.0.1 | Action: COMMAND_ARM_MOVE_JOINT | Response: Command arm_move_joint acknowledged (simulation mode)
[2026-01-30 19:24:53 EST] IP: 127.0.0.1 | Action: COMMAND_ARM_MOVE_JOINT | Response: Command arm_move_joint acknowledged (simulation mode)
[2026-01-30 19:24:54 EST] IP: 127.0.0.1 | Action: COMMAND_ARM_MOVE_JOINT | Response: Command arm_move_joint acknowledged (simulation mode)
[2026-01-30 19:24:54 EST] IP: 127.0.0.1 | Action: COMMAND_ARM_MOVE_JOINT | Response: Command arm_move_joint acknowledged (simulation mode)
[2026-01-30 19:24:54 EST] IP: 127.0.0.1 | Action: COMMAND_ARM_MOVE_JOINT | Response: Command arm_move_joint acknowledged (simulation mode)
[2026-01-30 19:24:54 EST] IP: 127.0.0.1 | Action: COMMAND_ARM_MOVE_JOINT | Response: Command arm_move_joint acknowledged (simulation mode)
[2026-01-30 19:24:54 EST] IP: 127.0.0.1 | Action: COMMAND_ARM_MOVE_JOINT | Response: Command arm_move_joint acknowledged (simulation mode)
[2026-01-30 19:24:54 EST] IP: 127.0.0.1 | Action: COMMAND_ARM_MOVE_JOINT | Response: Command arm_move_joint acknowledged (simulation mode)
[2026-01-30 19:24:54 EST] IP: 127.0.0.1 | Action: COMMAND_ARM_MOVE_JOINT | Response: Command arm_move_joint acknowledged (simulation mode)
[2026-01-30 19:24:54 EST] IP: 127.0.0.1 | Action: COMMAND_ARM_MOVE_JOINT | Response: Command arm_move_joint acknowledged (simulation mode)
[2026-01-30 19:24:54 EST] IP: 127.0.0.1 | Action: COMMAND_ARM_MOVE_JOINT | Response: Command arm_move_joint acknowledged (simulation mode)
[2026-01-30 19:24:54 EST] IP: 127.0.0.1 | Action: COMMAND_ARM_MOVE_JOINT | Response: Command arm_move_joint acknowledged (simulation mode)
[2026-01-30 19:24:54 EST] IP: 127.0.0.1 | Action: COMMAND_ARM_MOVE_JOINT | Response: Command arm_move_joint acknowledged (simulation mode)
[2026-01-30 19:24:54 EST] IP: 127.0.0.1 | Action: COMMAND_ARM_MOVE_JOINT | Response: Command arm_move_joint acknowledged (simulation mode)
[2026-01-30 19:24:54 EST] IP: 127.0.0.1 | Action: COMMAND_ARM_MOVE_JOINT | Response: Command arm_move_joint acknowledged (simulation mode)
[2026-01-30 19:24:54 EST] IP: 127.0.0.1 | Action: COMMAND_ARM_MOVE_JOINT | Response: Command arm_move_joint acknowledged (simulation mode)
[2026-01-30 19:24:54 EST] IP: 127.0.0.1 | Action: COMMAND_ARM_MOVE_JOINT | Response: Command arm_move_joint acknowledged (simulation mode)
[2026-01-30 19:24:54 EST] IP: 127.0.0.1 | Action: COMMAND_ARM_MOVE_JOINT | Response: Command arm_move_joint acknowledged (simulation mode)
[2026-01-30 19:24:54 EST] IP: 127.0.0.1 | Action: COMMAND_ARM_MOVE_JOINT | Response: Command arm_move_joint acknowledged (simulation mode)
[2026-01-30 19:24:54 EST] IP: 127.0.0.1 | Action: COMMAND_ARM_MOVE_JOINT | Response: Command arm_move_joint acknowledged (simulation mode)
[2026-01-30 19:24:55 EST] IP: 127.0.0.1 | Action: COMMAND_ARM_MOVE_JOINT | Response: Command arm_move_joint acknowledged (simulation mode)
[2026-01-30 19:24:55 EST] IP: 127.0.0.1 | Action: COMMAND_ARM_MOVE_JOINT | Response: Command arm_move_joint acknowledged (simulation mode)
[2026-01-30 19:24:55 EST] IP: 127.0.0.1 | Action: COMMAND_ARM_MOVE_JOINT | Response: Command arm_move_joint acknowledged (simulation mode)
[2026-01-30 19:24:55 EST] IP: 127.0.0.1 | Action: COMMAND_ARM_MOVE_JOINT | Response: Command arm_move_joint acknowledged (simulation mode)
[2026-01-30 19:24:55 EST] IP: 127.0.0.1 | Action: COMMAND_ARM_MOVE_JOINT | Response: Command arm_move_joint acknowledged (simulation mode)
[2026-01-30 19:24:55 EST] IP: 127.0.0.1 | Action: COMMAND_ARM_MOVE_JOINT | Response: Command arm_move_joint acknowledged (simulation mode)
[2026-01-30 19:25:09 EST] IP: 127.0.0.1 | Action: COMMAND_ARM_GRIPPER | Response: Command arm_gripper acknowledged (simulation mode)
[2026-01-30 19:25:09 EST] IP: 127.0.0.1 | Action: COMMAND_ARM_GRIPPER | Response: Command arm_gripper acknowledged (simulation mode)
[2026-01-30 19:25:09 EST] IP: 127.0.0.1 | Action: COMMAND_ARM_GRIPPER | Response: Command arm_gripper acknowledged (simulation mode)
[2026-01-30 19:25:09 EST] IP: 127.0.0.1 | Action: COMMAND_ARM_GRIPPER | Response: Command arm_gripper acknowledged (simulation mode)
[2026-01-30 19:25:09 EST] IP: 127.0.0.1 | Action: COMMAND_ARM_GRIPPER | Response: Command arm_gripper acknowledged (simulation mode)
[2026-01-30 19:25:09 EST] IP: 127.0.0.1 | Action: COMMAND_ARM_GRIPPER | Response: Command arm_gripper acknowledged (simulation mode)
[2026-01-30 19:25:09 EST] IP: 127.0.0.1 | Action: COMMAND_ARM_GRIPPER | Response: Command arm_gripper acknowledged (simulation mode)
[2026-01-30 19:25:09 EST] IP: 127.0.0.1 | Action: COMMAND_ARM_GRIPPER | Response: Command arm_gripper acknowledged (simulation mode)
[2026-01-30 19:25:09 EST] IP: 127.0.0.1 | Action: COMMAND_ARM_GRIPPER | Response: Command arm_gripper acknowledged (simulation mode)
[2026-01-30 19:25:10 EST] IP: 127.0.0.1 | Action: COMMAND_ARM_GRIPPER | Response: Command arm_gripper acknowledged (simulation mode)
[2026-01-30 19:25:10 EST] IP: 127.0.0.1 | Action: COMMAND_ARM_GRIPPER | Response: Command arm_gripper acknowledged (simulation mode)
[2026-01-30 19:25:10 EST] IP: 127.0.0.1 | Action: COMMAND_ARM_GRIPPER | Response: Command arm_gripper acknowledged (simulation mode)
[2026-01-30 19:25:10 EST] IP: 127.0.0.1 | Action: COMMAND_ARM_GRIPPER | Response: Command arm_gripper acknowledged (simulation mode)
[2026-01-30 19:25:12 EST] IP: 127.0.0.1 | Action: COMMAND_ARM_GRIPPER | Response: Command arm_gripper acknowledged (simulation mode)
[2026-01-30 19:25:12 EST] IP: 127.0.0.1 | Action: COMMAND_ARM_GRIPPER | Response: Command arm_gripper acknowledged (simulation mode)
[2026-01-30 19:25:12 EST] IP: 127.0.0.1 | Action: COMMAND_ARM_GRIPPER | Response: Command arm_gripper acknowledged (simulation mode)
[2026-01-30 19:25:12 EST] IP: 127.0.0.1 | Action: COMMAND_ARM_GRIPPER | Response: Command arm_gripper acknowledged (simulation mode)
[2026-01-30 19:25:12 EST] IP: 127.0.0.1 | Action: COMMAND_ARM_GRIPPER | Response: Command arm_gripper acknowledged (simulation mode)
[2026-01-30 19:25:12 EST] IP: 127.0.0.1 | Action: COMMAND_ARM_GRIPPER | Response: Command arm_gripper acknowledged (simulation mode)
[2026-01-30 19:25:12 EST] IP: 127.0.0.1 | Action: COMMAND_ARM_GRIPPER | Response: Command arm_gripper acknowledged (simulation mode)
[2026-01-30 19:25:12 EST] IP: 127.0.0.1 | Action: COMMAND_ARM_GRIPPER | Response: Command arm_gripper acknowledged (simulation mode)
[2026-01-30 19:25:12 EST] IP: 127.0.0.1 | Action: COMMAND_ARM_GRIPPER | Response: Command arm_gripper acknowledged (simulation mode)
[2026-01-30 19:25:13 EST] IP: 127.0.0.1 | Action: COMMAND_ARM_GRIPPER | Response: Command arm_gripper acknowledged (simulation mode)
[2026-01-30 19:25:13 EST] IP: 127.0.0.1 | Action: COMMAND_ARM_GRIPPER | Response: Command arm_gripper acknowledged (simulation mode)
[2026-01-30 19:25:13 EST] IP: 127.0.0.1 | Action: COMMAND_ARM_GRIPPER | Response: Command arm_gripper acknowledged (simulation mode)
[2026-01-30 19:25:13 EST] IP: 127.0.0.1 | Action: COMMAND_ARM_GRIPPER | Response: Command arm_gripper acknowledged (simulation mode)
[2026-01-30 19:25:13 EST] IP: 127.0.0.1 | Action: COMMAND_ARM_GRIPPER | Response: Command arm_gripper acknowledged (simulation mode)
[2026-01-30 19:25:13 EST] IP: 127.0.0.1 | Action: COMMAND_ARM_GRIPPER | Response: Command arm_gripper acknowledged (simulation mode)
[2026-01-30 19:25:13 EST] IP: 127.0.0.1 | Action: COMMAND_ARM_GRIPPER | Response: Command arm_gripper acknowledged (simulation mode)
[2026-01-30 19:25:13 EST] IP: 127.0.0.1 | Action: COMMAND_ARM_GRIPPER | Response: Command arm_gripper acknowledged (simulation mode)
[2026-01-30 19:25:14 EST] IP: 127.0.0.1 | Action: COMMAND_ARM_GRIPPER | Response: Command arm_gripper acknowledged (simulation mode)
[2026-01-30 19:25:14 EST] IP: 127.0.0.1 | Action: COMMAND_ARM_GRIPPER | Response: Command arm_gripper acknowledged (simulation mode)
[2026-01-30 19:25:14 EST] IP: 127.0.0.1 | Action: COMMAND_ARM_GRIPPER | Response: Command arm_gripper acknowledged (simulation mode)
[2026-01-30 19:25:14 EST] IP: 127.0.0.1 | Action: COMMAND_ARM_GRIPPER | Response: Command arm_gripper acknowledged (simulation mode)
[2026-01-30 19:25:14 EST] IP: 127.0.0.1 | Action: COMMAND_ARM_GRIPPER | Response: Command arm_gripper acknowledged (simulation mode)
[2026-01-30 19:25:14 EST] IP: 127.0.0.1 | Action: COMMAND_ARM_GRIPPER | Response: Command arm_gripper acknowledged (simulation mode)
[2026-01-30 19:25:14 EST] IP: 127.0.0.1 | Action: COMMAND_ARM_GRIPPER | Response: Command arm_gripper acknowledged (simulation mode)
[2026-01-30 19:25:14 EST] IP: 127.0.0.1 | Action: COMMAND_ARM_GRIPPER | Response: Command arm_gripper acknowledged (simulation mode)
[2026-01-30 19:25:14 EST] IP: 127.0.0.1 | Action: COMMAND_ARM_GRIPPER | Response: Command arm_gripper acknowledged (simulation mode)
[2026-01-30 19:25:14 EST] IP: 127.0.0.1 | Action: COMMAND_ARM_GRIPPER | Response: Command arm_gripper acknowledged (simulation mode)
[2026-01-30 19:25:14 EST] IP: 127.0.0.1 | Action: COMMAND_ARM_GRIPPER | Response: Command arm_gripper acknowledged (simulation mode)
[2026-01-30 19:25:14 EST] IP: 127.0.0.1 | Action: COMMAND_ARM_GRIPPER | Response: Command arm_gripper acknowledged (simulation mode)
[2026-01-30 19:25:14 EST] IP: 127.0.0.1 | Action: COMMAND_ARM_GRIPPER | Response: Command arm_gripper acknowledged (simulation mode)
[2026-01-30 19:25:14 EST] IP: 127.0.0.1 | Action: COMMAND_ARM_GRIPPER | Response: Command arm_gripper acknowledged (simulation mode)
[2026-01-30 19:25:14 EST] IP: 127.0.0.1 | Action: COMMAND_ARM_GRIPPER | Response: Command arm_gripper acknowledged (simulation mode)
[2026-01-30 19:25:14 EST] IP: 127.0.0.1 | Action: COMMAND_ARM_GRIPPER | Response: Command arm_gripper acknowledged (simulation mode)
[2026-01-30 19:25:14 EST] IP: 127.0.0.1 | Action: COMMAND_ARM_GRIPPER | Response: Command arm_gripper acknowledged (simulation mode)
[2026-01-30 19:25:14 EST] IP: 127.0.0.1 | Action: COMMAND_ARM_GRIPPER | Response: Command arm_gripper acknowledged (simulation mode)
[2026-01-30 19:25:14 EST] IP: 127.0.0.1 | Action: COMMAND_ARM_GRIPPER | Response: Command arm_gripper acknowledged (simulation mode)
[2026-01-30 19:25:14 EST] IP: 127.0.0.1 | Action: COMMAND_ARM_GRIPPER | Response: Command arm_gripper acknowledged (simulation mode)
[2026-01-30 19:25:15 EST] IP: 127.0.0.1 | Action: COMMAND_ARM_GRIPPER | Response: Command arm_gripper acknowledged (simulation mode)
[2026-01-30 19:25:15 EST] IP: 127.0.0.1 | Action: COMMAND_ARM_GRIPPER | Response: Command arm_gripper acknowledged (simulation mode)
[2026-01-30 19:25:15 EST] IP: 127.0.0.1 | Action: COMMAND_ARM_GRIPPER | Response: Command arm_gripper acknowledged (simulation mode)
[2026-01-30 19:25:15 EST] IP: 127.0.0.1 | Action: COMMAND_ARM_GRIPPER | Response: Command arm_gripper acknowledged (simulation mode)
[2026-01-30 19:25:15 EST] IP: 127.0.0.1 | Action: COMMAND_ARM_GRIPPER | Response: Command arm_gripper acknowledged (simulation mode)
[2026-01-30 19:25:15 EST] IP: 127.0.0.1 | Action: COMMAND_ARM_GRIPPER | Response: Command arm_gripper acknowledged (simulation mode)
[2026-01-30 19:25:15 EST] IP: 127.0.0.1 | Action: COMMAND_ARM_GRIPPER | Response: Command arm_gripper acknowledged (simulation mode)
[2026-01-30 19:25:15 EST] IP: 127.0.0.1 | Action: COMMAND_ARM_GRIPPER | Response: Command arm_gripper acknowledged (simulation mode)
[2026-01-30 19:25:15 EST] IP: 127.0.0.1 | Action: COMMAND_ARM_GRIPPER | Response: Command arm_gripper acknowledged (simulation mode)
[2026-01-30 19:25:16 EST] IP: 127.0.0.1 | Action: COMMAND_ARM_GRIPPER | Response: Command arm_gripper acknowledged (simulation mode)
[2026-01-30 19:25:16 EST] IP: 127.0.0.1 | Action: COMMAND_ARM_GRIPPER | Response: Command arm_gripper acknowledged (simulation mode)
[2026-01-30 19:25:16 EST] IP: 127.0.0.1 | Action: COMMAND_ARM_GRIPPER | Response: Command arm_gripper acknowledged (simulation mode)
[2026-01-30 19:25:16 EST] IP: 127.0.0.1 | Action: COMMAND_ARM_GRIPPER | Response: Command arm_gripper acknowledged (simulation mode)
[2026-01-30 19:25:16 EST] IP: 127.0.0.1 | Action: COMMAND_ARM_GRIPPER | Response: Command arm_gripper acknowledged (simulation mode)
[2026-01-30 19:25:16 EST] IP: 127.0.0.1 | Action: COMMAND_ARM_GRIPPER | Response: Command arm_gripper acknowledged (simulation mode)
[2026-01-30 19:25:16 EST] IP: 127.0.0.1 | Action: COMMAND_ARM_GRIPPER | Response: Command arm_gripper acknowledged (simulation mode)
[2026-01-30 19:25:16 EST] IP: 127.0.0.1 | Action: COMMAND_ARM_GRIPPER | Response: Command arm_gripper acknowledged (simulation mode)
[2026-01-30 19:25:16 EST] IP: 127.0.0.1 | Action: COMMAND_ARM_GRIPPER | Response: Command arm_gripper acknowledged (simulation mode)
[2026-01-30 19:25:16 EST] IP: 127.0.0.1 | Action: COMMAND_ARM_GRIPPER | Response: Command arm_gripper acknowledged (simulation mode)
[2026-01-30 19:25:16 EST] IP: 127.0.0.1 | Action: COMMAND_ARM_GRIPPER | Response: Command arm_gripper acknowledged (simulation mode)
[2026-01-30 19:25:16 EST] IP: 127.0.0.1 | Action: COMMAND_ARM_GRIPPER | Response: Command arm_gripper acknowledged (simulation mode)
[2026-01-30 19:25:16 EST] IP: 127.0.0.1 | Action: COMMAND_ARM_GRIPPER | Response: Command arm_gripper acknowledged (simulation mode)
[2026-01-30 19:25:16 EST] IP: 127.0.0.1 | Action: COMMAND_ARM_GRIPPER | Response: Command arm_gripper acknowledged (simulation mode)
[2026-01-30 19:25:16 EST] IP: 127.0.0.1 | Action: COMMAND_ARM_GRIPPER | Response: Command arm_gripper acknowledged (simulation mode)
[2026-01-30 19:25:16 EST] IP: 127.0.0.1 | Action: COMMAND_ARM_GRIPPER | Response: Command arm_gripper acknowledged (simulation mode)
[2026-01-30 19:25:16 EST] IP: 127.0.0.1 | Action: COMMAND_ARM_GRIPPER | Response: Command arm_gripper acknowledged (simulation mode)
[2026-01-30 19:25:16 EST] IP: 127.0.0.1 | Action: COMMAND_ARM_GRIPPER | Response: Command arm_gripper acknowledged (simulation mode)
[2026-01-30 19:25:16 EST] IP: 127.0.0.1 | Action: COMMAND_ARM_GRIPPER | Response: Command arm_gripper acknowledged (simulation mode)
[2026-01-30 19:25:17 EST] IP: 127.0.0.1 | Action: COMMAND_ARM_GRIPPER | Response: Command arm_gripper acknowledged (simulation mode)
[2026-01-30 19:25:17 EST] IP: 127.0.0.1 | Action: COMMAND_ARM_GRIPPER | Response: Command arm_gripper acknowledged (simulation mode)
[2026-01-30 19:25:17 EST] IP: 127.0.0.1 | Action: COMMAND_ARM_GRIPPER | Response: Command arm_gripper acknowledged (simulation mode)
[2026-01-30 19:25:25 EST] IP: 127.0.0.1 | Action: COMMAND_ARM_MOVE_JOINT | Response: Command arm_move_joint acknowledged (simulation mode)
[2026-01-30 19:25:25 EST] IP: 127.0.0.1 | Action: COMMAND_ARM_MOVE_JOINT | Response: Command arm_move_joint acknowledged (simulation mode)
[2026-01-30 19:25:25 EST] IP: 127.0.0.1 | Action: COMMAND_ARM_MOVE_JOINT | Response: Command arm_move_joint acknowledged (simulation mode)
[2026-01-30 19:25:25 EST] IP: 127.0.0.1 | Action: COMMAND_ARM_MOVE_JOINT | Response: Command arm_move_joint acknowledged (simulation mode)
[2026-01-30 19:25:25 EST] IP: 127.0.0.1 | Action: COMMAND_ARM_MOVE_JOINT | Response: Command arm_move_joint acknowledged (simulation mode)
[2026-01-30 19:25:25 EST] IP: 127.0.0.1 | Action: COMMAND_ARM_MOVE_JOINT | Response: Command arm_move_joint acknowledged (simulation mode)
[2026-01-30 19:25:26 EST] IP: 127.0.0.1 | Action: COMMAND_ARM_MOVE_JOINT | Response: Command arm_move_joint acknowledged (simulation mode)
[2026-01-30 19:25:26 EST] IP: 127.0.0.1 | Action: COMMAND_ARM_MOVE_JOINT | Response: Command arm_move_joint acknowledged (simulation mode)
[2026-01-30 19:25:26 EST] IP: 127.0.0.1 | Action: COMMAND_ARM_MOVE_JOINT | Response: Command arm_move_joint acknowledged (simulation mode)
[2026-01-30 19:25:26 EST] IP: 127.0.0.1 | Action: COMMAND_ARM_MOVE_JOINT | Response: Command arm_move_joint acknowledged (simulation mode)
[2026-01-30 19:25:26 EST] IP: 127.0.0.1 | Action: COMMAND_ARM_MOVE_JOINT | Response: Command arm_move_joint acknowledged (simulation mode)
[2026-01-30 19:25:26 EST] IP: 127.0.0.1 | Action: COMMAND_ARM_MOVE_JOINT | Response: Command arm_move_joint acknowledged (simulation mode)
[2026-01-30 19:25:26 EST] IP: 127.0.0.1 | Action: COMMAND_ARM_MOVE_JOINT | Response: Command arm_move_joint acknowledged (simulation mode)
[2026-01-30 19:25:26 EST] IP: 127.0.0.1 | Action: COMMAND_ARM_MOVE_JOINT | Response: Command arm_move_joint acknowledged (simulation mode)
[2026-01-30 19:25:26 EST] IP: 127.0.0.1 | Action: COMMAND_ARM_MOVE_JOINT | Response: Command arm_move_joint acknowledged (simulation mode)
[2026-01-30 19:25:26 EST] IP: 127.0.0.1 | Action: COMMAND_ARM_MOVE_JOINT | Response: Command arm_move_joint acknowledged (simulation mode)
[2026-01-30 19:25:26 EST] IP: 127.0.0.1 | Action: COMMAND_ARM_MOVE_JOINT | Response: Command arm_move_joint acknowledged (simulation mode)
[2026-01-30 19:25:26 EST] IP: 127.0.0.1 | Action: COMMAND_ARM_MOVE_JOINT | Response: Command arm_move_joint acknowledged (simulation mode)
[2026-01-30 19:25:26 EST] IP: 127.0.0.1 | Action: COMMAND_ARM_MOVE_JOINT | Response: Command arm_move_joint acknowledged (simulation mode)
[2026-01-30 19:25:26 EST] IP: 127.0.0.1 | Action: COMMAND_ARM_MOVE_JOINT | Response: Command arm_move_joint acknowledged (simulation mode)
[2026-01-30 19:25:27 EST] IP: 127.0.0.1 | Action: COMMAND_ARM_MOVE_JOINT | Response: Command arm_move_joint acknowledged (simulation mode)
[2026-01-30 19:25:27 EST] IP: 127.0.0.1 | Action: COMMAND_ARM_MOVE_JOINT | Response: Command arm_move_joint acknowledged (simulation mode)
[2026-01-30 19:25:27 EST] IP: 127.0.0.1 | Action: COMMAND_ARM_MOVE_JOINT | Response: Command arm_move_joint acknowledged (simulation mode)
[2026-01-30 19:25:27 EST] IP: 127.0.0.1 | Action: COMMAND_ARM_MOVE_JOINT | Response: Command arm_move_joint acknowledged (simulation mode)
[2026-01-30 19:25:27 EST] IP: 127.0.0.1 | Action: COMMAND_ARM_MOVE_JOINT | Response: Command arm_move_joint acknowledged (simulation mode)
[2026-01-30 19:25:27 EST] IP: 127.0.0.1 | Action: COMMAND_ARM_MOVE_JOINT | Response: Command arm_move_joint acknowledged (simulation mode)
[2026-01-30 19:25:27 EST] IP: 127.0.0.1 | Action: COMMAND_ARM_MOVE_JOINT | Response: Command arm_move_joint acknowledged (simulation mode)
[2026-01-30 19:25:27 EST] IP: 127.0.0.1 | Action: COMMAND_ARM_MOVE_JOINT | Response: Command arm_move_joint acknowledged (simulation mode)
[2026-01-30 19:25:27 EST] IP: 127.0.0.1 | Action: COMMAND_ARM_MOVE_JOINT | Response: Command arm_move_joint acknowledged (simulation mode)
[2026-01-30 19:25:27 EST] IP: 127.0.0.1 | Action: COMMAND_ARM_MOVE_JOINT | Response: Command arm_move_joint acknowledged (simulation mode)
[2026-01-30 19:25:27 EST] IP: 127.0.0.1 | Action: COMMAND_ARM_MOVE_JOINT | Response: Command arm_move_joint acknowledged (simulation mode)
[2026-01-30 19:25:27 EST] IP: 127.0.0.1 | Action: COMMAND_ARM_MOVE_JOINT | Response: Command arm_move_joint acknowledged (simulation mode)
[2026-01-30 19:25:27 EST] IP: 127.0.0.1 | Action: COMMAND_ARM_MOVE_JOINT | Response: Command arm_move_joint acknowledged (simulation mode)
[2026-01-30 19:25:27 EST] IP: 127.0.0.1 | Action: COMMAND_ARM_MOVE_JOINT | Response: Command arm_move_joint acknowledged (simulation mode)
[2026-01-30 19:25:27 EST] IP: 127.0.0.1 | Action: COMMAND_ARM_MOVE_JOINT | Response: Command arm_move_joint acknowledged (simulation mode)
[2026-01-30 19:25:27 EST] IP: 127.0.0.1 | Action: COMMAND_ARM_MOVE_JOINT | Response: Command arm_move_joint acknowledged (simulation mode)
[2026-01-30 19:25:27 EST] IP: 127.0.0.1 | Action: COMMAND_ARM_MOVE_JOINT | Response: Command arm_move_joint acknowledged (simulation mode)
[2026-01-30 19:25:28 EST] IP: 127.0.0.1 | Action: COMMAND_ARM_MOVE_JOINT | Response: Command arm_move_joint acknowledged (simulation mode)
[2026-01-30 19:25:28 EST] IP: 127.0.0.1 | Action: COMMAND_ARM_MOVE_JOINT | Response: Command arm_move_joint acknowledged (simulation mode)
[2026-01-30 19:25:28 EST] IP: 127.0.0.1 | Action: COMMAND_ARM_MOVE_JOINT | Response: Command arm_move_joint acknowledged (simulation mode)
